dim1,dim2,dim3,dim4,value,iso,disease,R0
1,7,1,1,0,NGA,diphtheria,2
2,7,1,1,0,NGA,diphtheria,2
3,7,1,1,0,NGA,diphtheria,2
4,7,1,1,0,NGA,diphtheria,2
5,7,1,1,0,NGA,diphtheria,2
6,7,1,1,0,NGA,diphtheria,2
7,7,1,1,0,NGA,diphtheria,2
8,7,1,1,0,NGA,diphtheria,2
9,7,1,1,0,NGA,diphtheria,2
10,7,1,1,0,NGA,diphtheria,2
11,7,1,1,0,NGA,diphtheria,2
12,7,1,1,0,NGA,diphtheria,2
13,7,1,1,0,NGA,diphtheria,2
14,7,1,1,0,NGA,diphtheria,2
15,7,1,1,0,NGA,diphtheria,2
16,7,1,1,0,NGA,diphtheria,2
17,7,1,1,0,NGA,diphtheria,2
18,7,1,1,0,NGA,diphtheria,2
19,7,1,1,0,NGA,diphtheria,2
20,7,1,1,0,NGA,diphtheria,2
21,7,1,1,0,NGA,diphtheria,2
22,7,1,1,0,NGA,diphtheria,2
23,7,1,1,0,NGA,diphtheria,2
24,7,1,1,0,NGA,diphtheria,2
25,7,1,1,0,NGA,diphtheria,2
26,7,1,1,0,NGA,diphtheria,2
27,7,1,1,0,NGA,diphtheria,2
28,7,1,1,0,NGA,diphtheria,2
29,7,1,1,0,NGA,diphtheria,2
30,7,1,1,0,NGA,diphtheria,2
31,7,1,1,0,NGA,diphtheria,2
32,7,1,1,0,NGA,diphtheria,2
33,7,1,1,0,NGA,diphtheria,2
34,7,1,1,0,NGA,diphtheria,2
35,7,1,1,0,NGA,diphtheria,2
36,7,1,1,0,NGA,diphtheria,2
37,7,1,1,0,NGA,diphtheria,2
38,7,1,1,0,NGA,diphtheria,2
39,7,1,1,0,NGA,diphtheria,2
40,7,1,1,0,NGA,diphtheria,2
41,7,1,1,0,NGA,diphtheria,2
42,7,1,1,0,NGA,diphtheria,2
43,7,1,1,0,NGA,diphtheria,2
44,7,1,1,0,NGA,diphtheria,2
45,7,1,1,0,NGA,diphtheria,2
46,7,1,1,0,NGA,diphtheria,2
47,7,1,1,0,NGA,diphtheria,2
48,7,1,1,0,NGA,diphtheria,2
49,7,1,1,0,NGA,diphtheria,2
50,7,1,1,0,NGA,diphtheria,2
51,7,1,1,0,NGA,diphtheria,2
52,7,1,1,0,NGA,diphtheria,2
53,7,1,1,0,NGA,diphtheria,2
54,7,1,1,0,NGA,diphtheria,2
55,7,1,1,0,NGA,diphtheria,2
56,7,1,1,0,NGA,diphtheria,2
57,7,1,1,0,NGA,diphtheria,2
58,7,1,1,0,NGA,diphtheria,2
59,7,1,1,0,NGA,diphtheria,2
60,7,1,1,0,NGA,diphtheria,2
61,7,1,1,0,NGA,diphtheria,2
62,7,1,1,0,NGA,diphtheria,2
63,7,1,1,0,NGA,diphtheria,2
64,7,1,1,0,NGA,diphtheria,2
65,7,1,1,0,NGA,diphtheria,2
66,7,1,1,0,NGA,diphtheria,2
67,7,1,1,0,NGA,diphtheria,2
68,7,1,1,0,NGA,diphtheria,2
69,7,1,1,0,NGA,diphtheria,2
70,7,1,1,0,NGA,diphtheria,2
71,7,1,1,0,NGA,diphtheria,2
72,7,1,1,0,NGA,diphtheria,2
73,7,1,1,0,NGA,diphtheria,2
74,7,1,1,0,NGA,diphtheria,2
75,7,1,1,0,NGA,diphtheria,2
76,7,1,1,0,NGA,diphtheria,2
77,7,1,1,0,NGA,diphtheria,2
78,7,1,1,0,NGA,diphtheria,2
79,7,1,1,0,NGA,diphtheria,2
80,7,1,1,0,NGA,diphtheria,2
81,7,1,1,0,NGA,diphtheria,2
82,7,1,1,0,NGA,diphtheria,2
83,7,1,1,0,NGA,diphtheria,2
84,7,1,1,0,NGA,diphtheria,2
85,7,1,1,0,NGA,diphtheria,2
86,7,1,1,0,NGA,diphtheria,2
87,7,1,1,0,NGA,diphtheria,2
88,7,1,1,0,NGA,diphtheria,2
89,7,1,1,0,NGA,diphtheria,2
90,7,1,1,0,NGA,diphtheria,2
91,7,1,1,0,NGA,diphtheria,2
92,7,1,1,0,NGA,diphtheria,2
93,7,1,1,0,NGA,diphtheria,2
94,7,1,1,0,NGA,diphtheria,2
95,7,1,1,0,NGA,diphtheria,2
96,7,1,1,0,NGA,diphtheria,2
97,7,1,1,0,NGA,diphtheria,2
98,7,1,1,0,NGA,diphtheria,2
99,7,1,1,0,NGA,diphtheria,2
100,7,1,1,0,NGA,diphtheria,2
101,7,1,1,0,NGA,diphtheria,2
1,8,1,1,0,NGA,diphtheria,2
2,8,1,1,0,NGA,diphtheria,2
3,8,1,1,0,NGA,diphtheria,2
4,8,1,1,0,NGA,diphtheria,2
5,8,1,1,0,NGA,diphtheria,2
6,8,1,1,0,NGA,diphtheria,2
7,8,1,1,0,NGA,diphtheria,2
8,8,1,1,0,NGA,diphtheria,2
9,8,1,1,0,NGA,diphtheria,2
10,8,1,1,0,NGA,diphtheria,2
11,8,1,1,0,NGA,diphtheria,2
12,8,1,1,0,NGA,diphtheria,2
13,8,1,1,0,NGA,diphtheria,2
14,8,1,1,0,NGA,diphtheria,2
15,8,1,1,0,NGA,diphtheria,2
16,8,1,1,0,NGA,diphtheria,2
17,8,1,1,0,NGA,diphtheria,2
18,8,1,1,0,NGA,diphtheria,2
19,8,1,1,0,NGA,diphtheria,2
20,8,1,1,0,NGA,diphtheria,2
21,8,1,1,0,NGA,diphtheria,2
22,8,1,1,0,NGA,diphtheria,2
23,8,1,1,0,NGA,diphtheria,2
24,8,1,1,0,NGA,diphtheria,2
25,8,1,1,0,NGA,diphtheria,2
26,8,1,1,0,NGA,diphtheria,2
27,8,1,1,0,NGA,diphtheria,2
28,8,1,1,0,NGA,diphtheria,2
29,8,1,1,0,NGA,diphtheria,2
30,8,1,1,0,NGA,diphtheria,2
31,8,1,1,0,NGA,diphtheria,2
32,8,1,1,0,NGA,diphtheria,2
33,8,1,1,0,NGA,diphtheria,2
34,8,1,1,0,NGA,diphtheria,2
35,8,1,1,0,NGA,diphtheria,2
36,8,1,1,0,NGA,diphtheria,2
37,8,1,1,0,NGA,diphtheria,2
38,8,1,1,0,NGA,diphtheria,2
39,8,1,1,0,NGA,diphtheria,2
40,8,1,1,0,NGA,diphtheria,2
41,8,1,1,0,NGA,diphtheria,2
42,8,1,1,0,NGA,diphtheria,2
43,8,1,1,0,NGA,diphtheria,2
44,8,1,1,0,NGA,diphtheria,2
45,8,1,1,0,NGA,diphtheria,2
46,8,1,1,0,NGA,diphtheria,2
47,8,1,1,0,NGA,diphtheria,2
48,8,1,1,0,NGA,diphtheria,2
49,8,1,1,0,NGA,diphtheria,2
50,8,1,1,0,NGA,diphtheria,2
51,8,1,1,0,NGA,diphtheria,2
52,8,1,1,0,NGA,diphtheria,2
53,8,1,1,0,NGA,diphtheria,2
54,8,1,1,0,NGA,diphtheria,2
55,8,1,1,0,NGA,diphtheria,2
56,8,1,1,0,NGA,diphtheria,2
57,8,1,1,0,NGA,diphtheria,2
58,8,1,1,0,NGA,diphtheria,2
59,8,1,1,0,NGA,diphtheria,2
60,8,1,1,0,NGA,diphtheria,2
61,8,1,1,0,NGA,diphtheria,2
62,8,1,1,0,NGA,diphtheria,2
63,8,1,1,0,NGA,diphtheria,2
64,8,1,1,0,NGA,diphtheria,2
65,8,1,1,0,NGA,diphtheria,2
66,8,1,1,0,NGA,diphtheria,2
67,8,1,1,0,NGA,diphtheria,2
68,8,1,1,0,NGA,diphtheria,2
69,8,1,1,0,NGA,diphtheria,2
70,8,1,1,0,NGA,diphtheria,2
71,8,1,1,0,NGA,diphtheria,2
72,8,1,1,0,NGA,diphtheria,2
73,8,1,1,0,NGA,diphtheria,2
74,8,1,1,0,NGA,diphtheria,2
75,8,1,1,0,NGA,diphtheria,2
76,8,1,1,0,NGA,diphtheria,2
77,8,1,1,0,NGA,diphtheria,2
78,8,1,1,0,NGA,diphtheria,2
79,8,1,1,0,NGA,diphtheria,2
80,8,1,1,0,NGA,diphtheria,2
81,8,1,1,0,NGA,diphtheria,2
82,8,1,1,0,NGA,diphtheria,2
83,8,1,1,0,NGA,diphtheria,2
84,8,1,1,0,NGA,diphtheria,2
85,8,1,1,0,NGA,diphtheria,2
86,8,1,1,0,NGA,diphtheria,2
87,8,1,1,0,NGA,diphtheria,2
88,8,1,1,0,NGA,diphtheria,2
89,8,1,1,0,NGA,diphtheria,2
90,8,1,1,0,NGA,diphtheria,2
91,8,1,1,0,NGA,diphtheria,2
92,8,1,1,0,NGA,diphtheria,2
93,8,1,1,0,NGA,diphtheria,2
94,8,1,1,0,NGA,diphtheria,2
95,8,1,1,0,NGA,diphtheria,2
96,8,1,1,0,NGA,diphtheria,2
97,8,1,1,0,NGA,diphtheria,2
98,8,1,1,0,NGA,diphtheria,2
99,8,1,1,0,NGA,diphtheria,2
100,8,1,1,0,NGA,diphtheria,2
101,8,1,1,0,NGA,diphtheria,2
1,9,1,1,0,NGA,diphtheria,2
2,9,1,1,0,NGA,diphtheria,2
3,9,1,1,0,NGA,diphtheria,2
4,9,1,1,0,NGA,diphtheria,2
5,9,1,1,0,NGA,diphtheria,2
6,9,1,1,0,NGA,diphtheria,2
7,9,1,1,0,NGA,diphtheria,2
8,9,1,1,0,NGA,diphtheria,2
9,9,1,1,0,NGA,diphtheria,2
10,9,1,1,0,NGA,diphtheria,2
11,9,1,1,0,NGA,diphtheria,2
12,9,1,1,0,NGA,diphtheria,2
13,9,1,1,0,NGA,diphtheria,2
14,9,1,1,0,NGA,diphtheria,2
15,9,1,1,0,NGA,diphtheria,2
16,9,1,1,0,NGA,diphtheria,2
17,9,1,1,0,NGA,diphtheria,2
18,9,1,1,0,NGA,diphtheria,2
19,9,1,1,0,NGA,diphtheria,2
20,9,1,1,0,NGA,diphtheria,2
21,9,1,1,0,NGA,diphtheria,2
22,9,1,1,0,NGA,diphtheria,2
23,9,1,1,0,NGA,diphtheria,2
24,9,1,1,0,NGA,diphtheria,2
25,9,1,1,0,NGA,diphtheria,2
26,9,1,1,0,NGA,diphtheria,2
27,9,1,1,0,NGA,diphtheria,2
28,9,1,1,0,NGA,diphtheria,2
29,9,1,1,0,NGA,diphtheria,2
30,9,1,1,0,NGA,diphtheria,2
31,9,1,1,0,NGA,diphtheria,2
32,9,1,1,0,NGA,diphtheria,2
33,9,1,1,0,NGA,diphtheria,2
34,9,1,1,0,NGA,diphtheria,2
35,9,1,1,0,NGA,diphtheria,2
36,9,1,1,0,NGA,diphtheria,2
37,9,1,1,0,NGA,diphtheria,2
38,9,1,1,0,NGA,diphtheria,2
39,9,1,1,0,NGA,diphtheria,2
40,9,1,1,0,NGA,diphtheria,2
41,9,1,1,0,NGA,diphtheria,2
42,9,1,1,0,NGA,diphtheria,2
43,9,1,1,0,NGA,diphtheria,2
44,9,1,1,0,NGA,diphtheria,2
45,9,1,1,0,NGA,diphtheria,2
46,9,1,1,0,NGA,diphtheria,2
47,9,1,1,0,NGA,diphtheria,2
48,9,1,1,0,NGA,diphtheria,2
49,9,1,1,0,NGA,diphtheria,2
50,9,1,1,0,NGA,diphtheria,2
51,9,1,1,0,NGA,diphtheria,2
52,9,1,1,0,NGA,diphtheria,2
53,9,1,1,0,NGA,diphtheria,2
54,9,1,1,0,NGA,diphtheria,2
55,9,1,1,0,NGA,diphtheria,2
56,9,1,1,0,NGA,diphtheria,2
57,9,1,1,0,NGA,diphtheria,2
58,9,1,1,0,NGA,diphtheria,2
59,9,1,1,0,NGA,diphtheria,2
60,9,1,1,0,NGA,diphtheria,2
61,9,1,1,0,NGA,diphtheria,2
62,9,1,1,0,NGA,diphtheria,2
63,9,1,1,0,NGA,diphtheria,2
64,9,1,1,0,NGA,diphtheria,2
65,9,1,1,0,NGA,diphtheria,2
66,9,1,1,0,NGA,diphtheria,2
67,9,1,1,0,NGA,diphtheria,2
68,9,1,1,0,NGA,diphtheria,2
69,9,1,1,0,NGA,diphtheria,2
70,9,1,1,0,NGA,diphtheria,2
71,9,1,1,0,NGA,diphtheria,2
72,9,1,1,0,NGA,diphtheria,2
73,9,1,1,0,NGA,diphtheria,2
74,9,1,1,0,NGA,diphtheria,2
75,9,1,1,0,NGA,diphtheria,2
76,9,1,1,0,NGA,diphtheria,2
77,9,1,1,0,NGA,diphtheria,2
78,9,1,1,0,NGA,diphtheria,2
79,9,1,1,0,NGA,diphtheria,2
80,9,1,1,0,NGA,diphtheria,2
81,9,1,1,0,NGA,diphtheria,2
82,9,1,1,0,NGA,diphtheria,2
83,9,1,1,0,NGA,diphtheria,2
84,9,1,1,0,NGA,diphtheria,2
85,9,1,1,0,NGA,diphtheria,2
86,9,1,1,0,NGA,diphtheria,2
87,9,1,1,0,NGA,diphtheria,2
88,9,1,1,0,NGA,diphtheria,2
89,9,1,1,0,NGA,diphtheria,2
90,9,1,1,0,NGA,diphtheria,2
91,9,1,1,0,NGA,diphtheria,2
92,9,1,1,0,NGA,diphtheria,2
93,9,1,1,0,NGA,diphtheria,2
94,9,1,1,0,NGA,diphtheria,2
95,9,1,1,0,NGA,diphtheria,2
96,9,1,1,0,NGA,diphtheria,2
97,9,1,1,0,NGA,diphtheria,2
98,9,1,1,0,NGA,diphtheria,2
99,9,1,1,0,NGA,diphtheria,2
100,9,1,1,0,NGA,diphtheria,2
101,9,1,1,0,NGA,diphtheria,2
1,10,1,1,0,NGA,diphtheria,2
2,10,1,1,0,NGA,diphtheria,2
3,10,1,1,0,NGA,diphtheria,2
4,10,1,1,0,NGA,diphtheria,2
5,10,1,1,0,NGA,diphtheria,2
6,10,1,1,0,NGA,diphtheria,2
7,10,1,1,0,NGA,diphtheria,2
8,10,1,1,0,NGA,diphtheria,2
9,10,1,1,0,NGA,diphtheria,2
10,10,1,1,0,NGA,diphtheria,2
11,10,1,1,0,NGA,diphtheria,2
12,10,1,1,0,NGA,diphtheria,2
13,10,1,1,0,NGA,diphtheria,2
14,10,1,1,0,NGA,diphtheria,2
15,10,1,1,0,NGA,diphtheria,2
16,10,1,1,0,NGA,diphtheria,2
17,10,1,1,0,NGA,diphtheria,2
18,10,1,1,0,NGA,diphtheria,2
19,10,1,1,0,NGA,diphtheria,2
20,10,1,1,0,NGA,diphtheria,2
21,10,1,1,0,NGA,diphtheria,2
22,10,1,1,0,NGA,diphtheria,2
23,10,1,1,0,NGA,diphtheria,2
24,10,1,1,0,NGA,diphtheria,2
25,10,1,1,0,NGA,diphtheria,2
26,10,1,1,0,NGA,diphtheria,2
27,10,1,1,0,NGA,diphtheria,2
28,10,1,1,0,NGA,diphtheria,2
29,10,1,1,0,NGA,diphtheria,2
30,10,1,1,0,NGA,diphtheria,2
31,10,1,1,0,NGA,diphtheria,2
32,10,1,1,0,NGA,diphtheria,2
33,10,1,1,0,NGA,diphtheria,2
34,10,1,1,0,NGA,diphtheria,2
35,10,1,1,0,NGA,diphtheria,2
36,10,1,1,0,NGA,diphtheria,2
37,10,1,1,0,NGA,diphtheria,2
38,10,1,1,0,NGA,diphtheria,2
39,10,1,1,0,NGA,diphtheria,2
40,10,1,1,0,NGA,diphtheria,2
41,10,1,1,0,NGA,diphtheria,2
42,10,1,1,0,NGA,diphtheria,2
43,10,1,1,0,NGA,diphtheria,2
44,10,1,1,0,NGA,diphtheria,2
45,10,1,1,0,NGA,diphtheria,2
46,10,1,1,0,NGA,diphtheria,2
47,10,1,1,0,NGA,diphtheria,2
48,10,1,1,0,NGA,diphtheria,2
49,10,1,1,0,NGA,diphtheria,2
50,10,1,1,0,NGA,diphtheria,2
51,10,1,1,0,NGA,diphtheria,2
52,10,1,1,0,NGA,diphtheria,2
53,10,1,1,0,NGA,diphtheria,2
54,10,1,1,0,NGA,diphtheria,2
55,10,1,1,0,NGA,diphtheria,2
56,10,1,1,0,NGA,diphtheria,2
57,10,1,1,0,NGA,diphtheria,2
58,10,1,1,0,NGA,diphtheria,2
59,10,1,1,0,NGA,diphtheria,2
60,10,1,1,0,NGA,diphtheria,2
61,10,1,1,0,NGA,diphtheria,2
62,10,1,1,0,NGA,diphtheria,2
63,10,1,1,0,NGA,diphtheria,2
64,10,1,1,0,NGA,diphtheria,2
65,10,1,1,0,NGA,diphtheria,2
66,10,1,1,0,NGA,diphtheria,2
67,10,1,1,0,NGA,diphtheria,2
68,10,1,1,0,NGA,diphtheria,2
69,10,1,1,0,NGA,diphtheria,2
70,10,1,1,0,NGA,diphtheria,2
71,10,1,1,0,NGA,diphtheria,2
72,10,1,1,0,NGA,diphtheria,2
73,10,1,1,0,NGA,diphtheria,2
74,10,1,1,0,NGA,diphtheria,2
75,10,1,1,0,NGA,diphtheria,2
76,10,1,1,0,NGA,diphtheria,2
77,10,1,1,0,NGA,diphtheria,2
78,10,1,1,0,NGA,diphtheria,2
79,10,1,1,0,NGA,diphtheria,2
80,10,1,1,0,NGA,diphtheria,2
81,10,1,1,0,NGA,diphtheria,2
82,10,1,1,0,NGA,diphtheria,2
83,10,1,1,0,NGA,diphtheria,2
84,10,1,1,0,NGA,diphtheria,2
85,10,1,1,0,NGA,diphtheria,2
86,10,1,1,0,NGA,diphtheria,2
87,10,1,1,0,NGA,diphtheria,2
88,10,1,1,0,NGA,diphtheria,2
89,10,1,1,0,NGA,diphtheria,2
90,10,1,1,0,NGA,diphtheria,2
91,10,1,1,0,NGA,diphtheria,2
92,10,1,1,0,NGA,diphtheria,2
93,10,1,1,0,NGA,diphtheria,2
94,10,1,1,0,NGA,diphtheria,2
95,10,1,1,0,NGA,diphtheria,2
96,10,1,1,0,NGA,diphtheria,2
97,10,1,1,0,NGA,diphtheria,2
98,10,1,1,0,NGA,diphtheria,2
99,10,1,1,0,NGA,diphtheria,2
100,10,1,1,0,NGA,diphtheria,2
101,10,1,1,0,NGA,diphtheria,2
1,11,1,1,0,NGA,diphtheria,2
2,11,1,1,0,NGA,diphtheria,2
3,11,1,1,0,NGA,diphtheria,2
4,11,1,1,0,NGA,diphtheria,2
5,11,1,1,0,NGA,diphtheria,2
6,11,1,1,0,NGA,diphtheria,2
7,11,1,1,0,NGA,diphtheria,2
8,11,1,1,0,NGA,diphtheria,2
9,11,1,1,0,NGA,diphtheria,2
10,11,1,1,0,NGA,diphtheria,2
11,11,1,1,0,NGA,diphtheria,2
12,11,1,1,0,NGA,diphtheria,2
13,11,1,1,0,NGA,diphtheria,2
14,11,1,1,0,NGA,diphtheria,2
15,11,1,1,0,NGA,diphtheria,2
16,11,1,1,0,NGA,diphtheria,2
17,11,1,1,0,NGA,diphtheria,2
18,11,1,1,0,NGA,diphtheria,2
19,11,1,1,0,NGA,diphtheria,2
20,11,1,1,0,NGA,diphtheria,2
21,11,1,1,0,NGA,diphtheria,2
22,11,1,1,0,NGA,diphtheria,2
23,11,1,1,0,NGA,diphtheria,2
24,11,1,1,0,NGA,diphtheria,2
25,11,1,1,0,NGA,diphtheria,2
26,11,1,1,0,NGA,diphtheria,2
27,11,1,1,0,NGA,diphtheria,2
28,11,1,1,0,NGA,diphtheria,2
29,11,1,1,0,NGA,diphtheria,2
30,11,1,1,0,NGA,diphtheria,2
31,11,1,1,0,NGA,diphtheria,2
32,11,1,1,0,NGA,diphtheria,2
33,11,1,1,0,NGA,diphtheria,2
34,11,1,1,0,NGA,diphtheria,2
35,11,1,1,0,NGA,diphtheria,2
36,11,1,1,0,NGA,diphtheria,2
37,11,1,1,0,NGA,diphtheria,2
38,11,1,1,0,NGA,diphtheria,2
39,11,1,1,0,NGA,diphtheria,2
40,11,1,1,0,NGA,diphtheria,2
41,11,1,1,0,NGA,diphtheria,2
42,11,1,1,0,NGA,diphtheria,2
43,11,1,1,0,NGA,diphtheria,2
44,11,1,1,0,NGA,diphtheria,2
45,11,1,1,0,NGA,diphtheria,2
46,11,1,1,0,NGA,diphtheria,2
47,11,1,1,0,NGA,diphtheria,2
48,11,1,1,0,NGA,diphtheria,2
49,11,1,1,0,NGA,diphtheria,2
50,11,1,1,0,NGA,diphtheria,2
51,11,1,1,0,NGA,diphtheria,2
52,11,1,1,0,NGA,diphtheria,2
53,11,1,1,0,NGA,diphtheria,2
54,11,1,1,0,NGA,diphtheria,2
55,11,1,1,0,NGA,diphtheria,2
56,11,1,1,0,NGA,diphtheria,2
57,11,1,1,0,NGA,diphtheria,2
58,11,1,1,0,NGA,diphtheria,2
59,11,1,1,0,NGA,diphtheria,2
60,11,1,1,0,NGA,diphtheria,2
61,11,1,1,0,NGA,diphtheria,2
62,11,1,1,0,NGA,diphtheria,2
63,11,1,1,0,NGA,diphtheria,2
64,11,1,1,0,NGA,diphtheria,2
65,11,1,1,0,NGA,diphtheria,2
66,11,1,1,0,NGA,diphtheria,2
67,11,1,1,0,NGA,diphtheria,2
68,11,1,1,0,NGA,diphtheria,2
69,11,1,1,0,NGA,diphtheria,2
70,11,1,1,0,NGA,diphtheria,2
71,11,1,1,0,NGA,diphtheria,2
72,11,1,1,0,NGA,diphtheria,2
73,11,1,1,0,NGA,diphtheria,2
74,11,1,1,0,NGA,diphtheria,2
75,11,1,1,0,NGA,diphtheria,2
76,11,1,1,0,NGA,diphtheria,2
77,11,1,1,0,NGA,diphtheria,2
78,11,1,1,0,NGA,diphtheria,2
79,11,1,1,0,NGA,diphtheria,2
80,11,1,1,0,NGA,diphtheria,2
81,11,1,1,0,NGA,diphtheria,2
82,11,1,1,0,NGA,diphtheria,2
83,11,1,1,0,NGA,diphtheria,2
84,11,1,1,0,NGA,diphtheria,2
85,11,1,1,0,NGA,diphtheria,2
86,11,1,1,0,NGA,diphtheria,2
87,11,1,1,0,NGA,diphtheria,2
88,11,1,1,0,NGA,diphtheria,2
89,11,1,1,0,NGA,diphtheria,2
90,11,1,1,0,NGA,diphtheria,2
91,11,1,1,0,NGA,diphtheria,2
92,11,1,1,0,NGA,diphtheria,2
93,11,1,1,0,NGA,diphtheria,2
94,11,1,1,0,NGA,diphtheria,2
95,11,1,1,0,NGA,diphtheria,2
96,11,1,1,0,NGA,diphtheria,2
97,11,1,1,0,NGA,diphtheria,2
98,11,1,1,0,NGA,diphtheria,2
99,11,1,1,0,NGA,diphtheria,2
100,11,1,1,0,NGA,diphtheria,2
101,11,1,1,0,NGA,diphtheria,2
1,1,1,2,0,NGA,diphtheria,2
2,1,1,2,0,NGA,diphtheria,2
3,1,1,2,0,NGA,diphtheria,2
4,1,1,2,0,NGA,diphtheria,2
5,1,1,2,0,NGA,diphtheria,2
6,1,1,2,0,NGA,diphtheria,2
7,1,1,2,0,NGA,diphtheria,2
8,1,1,2,0,NGA,diphtheria,2
9,1,1,2,0,NGA,diphtheria,2
10,1,1,2,0,NGA,diphtheria,2
11,1,1,2,0,NGA,diphtheria,2
12,1,1,2,0,NGA,diphtheria,2
13,1,1,2,0,NGA,diphtheria,2
14,1,1,2,0,NGA,diphtheria,2
15,1,1,2,0,NGA,diphtheria,2
16,1,1,2,0,NGA,diphtheria,2
17,1,1,2,0,NGA,diphtheria,2
18,1,1,2,0,NGA,diphtheria,2
19,1,1,2,0,NGA,diphtheria,2
20,1,1,2,0,NGA,diphtheria,2
21,1,1,2,0,NGA,diphtheria,2
22,1,1,2,0,NGA,diphtheria,2
23,1,1,2,0,NGA,diphtheria,2
24,1,1,2,0,NGA,diphtheria,2
25,1,1,2,0,NGA,diphtheria,2
26,1,1,2,0,NGA,diphtheria,2
27,1,1,2,0,NGA,diphtheria,2
28,1,1,2,0,NGA,diphtheria,2
29,1,1,2,0,NGA,diphtheria,2
30,1,1,2,0,NGA,diphtheria,2
31,1,1,2,0,NGA,diphtheria,2
32,1,1,2,0,NGA,diphtheria,2
33,1,1,2,0,NGA,diphtheria,2
34,1,1,2,0,NGA,diphtheria,2
35,1,1,2,0,NGA,diphtheria,2
36,1,1,2,0,NGA,diphtheria,2
37,1,1,2,0,NGA,diphtheria,2
38,1,1,2,0,NGA,diphtheria,2
39,1,1,2,0,NGA,diphtheria,2
40,1,1,2,0,NGA,diphtheria,2
41,1,1,2,0,NGA,diphtheria,2
42,1,1,2,0,NGA,diphtheria,2
43,1,1,2,0,NGA,diphtheria,2
44,1,1,2,0,NGA,diphtheria,2
45,1,1,2,0,NGA,diphtheria,2
46,1,1,2,0,NGA,diphtheria,2
47,1,1,2,0,NGA,diphtheria,2
48,1,1,2,0,NGA,diphtheria,2
49,1,1,2,0,NGA,diphtheria,2
50,1,1,2,0,NGA,diphtheria,2
51,1,1,2,0,NGA,diphtheria,2
52,1,1,2,0,NGA,diphtheria,2
53,1,1,2,0,NGA,diphtheria,2
54,1,1,2,0,NGA,diphtheria,2
55,1,1,2,0,NGA,diphtheria,2
56,1,1,2,0,NGA,diphtheria,2
57,1,1,2,0,NGA,diphtheria,2
58,1,1,2,0,NGA,diphtheria,2
59,1,1,2,0,NGA,diphtheria,2
60,1,1,2,0,NGA,diphtheria,2
61,1,1,2,0,NGA,diphtheria,2
62,1,1,2,0,NGA,diphtheria,2
63,1,1,2,0,NGA,diphtheria,2
64,1,1,2,0,NGA,diphtheria,2
65,1,1,2,0,NGA,diphtheria,2
66,1,1,2,0,NGA,diphtheria,2
67,1,1,2,0,NGA,diphtheria,2
68,1,1,2,0,NGA,diphtheria,2
69,1,1,2,0,NGA,diphtheria,2
70,1,1,2,0,NGA,diphtheria,2
71,1,1,2,0,NGA,diphtheria,2
72,1,1,2,0,NGA,diphtheria,2
73,1,1,2,0,NGA,diphtheria,2
74,1,1,2,0,NGA,diphtheria,2
75,1,1,2,0,NGA,diphtheria,2
76,1,1,2,0,NGA,diphtheria,2
77,1,1,2,0,NGA,diphtheria,2
78,1,1,2,0,NGA,diphtheria,2
79,1,1,2,0,NGA,diphtheria,2
80,1,1,2,0,NGA,diphtheria,2
81,1,1,2,0,NGA,diphtheria,2
82,1,1,2,0,NGA,diphtheria,2
83,1,1,2,0,NGA,diphtheria,2
84,1,1,2,0,NGA,diphtheria,2
85,1,1,2,0,NGA,diphtheria,2
86,1,1,2,0,NGA,diphtheria,2
87,1,1,2,0,NGA,diphtheria,2
88,1,1,2,0,NGA,diphtheria,2
89,1,1,2,0,NGA,diphtheria,2
90,1,1,2,0,NGA,diphtheria,2
91,1,1,2,0,NGA,diphtheria,2
92,1,1,2,0,NGA,diphtheria,2
93,1,1,2,0,NGA,diphtheria,2
94,1,1,2,0,NGA,diphtheria,2
95,1,1,2,0,NGA,diphtheria,2
96,1,1,2,0,NGA,diphtheria,2
97,1,1,2,0,NGA,diphtheria,2
98,1,1,2,0,NGA,diphtheria,2
99,1,1,2,0,NGA,diphtheria,2
100,1,1,2,0,NGA,diphtheria,2
101,1,1,2,0,NGA,diphtheria,2
1,2,1,2,0,NGA,diphtheria,2
2,2,1,2,0,NGA,diphtheria,2
3,2,1,2,0,NGA,diphtheria,2
4,2,1,2,0,NGA,diphtheria,2
5,2,1,2,0,NGA,diphtheria,2
6,2,1,2,0,NGA,diphtheria,2
7,2,1,2,0,NGA,diphtheria,2
8,2,1,2,0,NGA,diphtheria,2
9,2,1,2,0,NGA,diphtheria,2
10,2,1,2,0,NGA,diphtheria,2
11,2,1,2,0,NGA,diphtheria,2
12,2,1,2,0,NGA,diphtheria,2
13,2,1,2,0,NGA,diphtheria,2
14,2,1,2,0,NGA,diphtheria,2
15,2,1,2,0,NGA,diphtheria,2
16,2,1,2,0,NGA,diphtheria,2
17,2,1,2,0,NGA,diphtheria,2
18,2,1,2,0,NGA,diphtheria,2
19,2,1,2,0,NGA,diphtheria,2
20,2,1,2,0,NGA,diphtheria,2
21,2,1,2,0,NGA,diphtheria,2
22,2,1,2,0,NGA,diphtheria,2
23,2,1,2,0,NGA,diphtheria,2
24,2,1,2,0,NGA,diphtheria,2
25,2,1,2,0,NGA,diphtheria,2
26,2,1,2,0,NGA,diphtheria,2
27,2,1,2,0,NGA,diphtheria,2
28,2,1,2,0,NGA,diphtheria,2
29,2,1,2,0,NGA,diphtheria,2
